Experiment,Minute,Event,Chamber,Event Text,A,B,Condition
1,23.63,,,,150.4188,156.6682,
1,23.67,,,,150.4156,156.6693,
1,23.7,,,,150.4414,156.6817,
1,23.73,,,,150.4651,156.6862,
1,23.77,,,,150.492,156.7043,
1,23.8,,,,150.5125,156.7133,
1,23.83,,,,150.5093,156.7167,
1,23.87,,,,150.4953,156.7156,
1,23.9,,,,150.5071,156.7359,
1,23.93,,,,150.5287,156.7517,
1,23.97,,,,150.5233,156.7551,
1,24,,,,150.519,156.7438,
1,24.03,,,,150.519,156.7427,
1,24.07,,,,150.5297,156.7551,
1,24.1,,,,150.5362,156.7528,
1,24.13,,,,150.5254,156.7618,
1,24.17,,,,150.5125,156.7731,
1,24.2,,,,150.5244,156.7506,
1,24.23,,,,150.5524,156.7641,
1,24.27,,,,150.59,156.79,
1,24.3,,,,150.5943,156.8058,
1,24.33,,,,150.6127,156.7946,
1,24.37,,,,150.6288,156.7788,
1,24.4,,,,150.6019,156.7788,
1,24.43,,,,150.6008,156.7855,
1,24.47,,,,150.6159,156.7889,
1,24.5,,,,150.6137,156.7776,
1,24.53,,,,150.6223,156.781,
1,24.57,,,,150.6213,156.7979,
1,24.6,,,,150.617,156.8036,
1,24.63,,,,150.5997,156.8183,
1,24.67,,,,150.6116,156.8295,
1,24.7,,,,150.6417,156.842,
1,24.73,,,,150.6407,156.8611,
1,24.77,,,,150.6428,156.8566,
1,24.8,,,,150.659,156.851,
1,24.83,,,,150.6923,156.8611,
1,24.87,,,,150.6773,156.8871,
1,24.9,,,,150.701,156.8961,
1,24.93,,,,150.7386,156.9006,
1,24.97,,,,150.7365,156.8848,
1,25,,,,150.7139,156.8792,
1,25.03,,,,150.7085,156.8792,
1,25.07,,,,150.7096,156.8905,
1,25.1,,,,150.7365,156.8995,
1,25.13,,,,150.7526,156.9108,
1,25.17,,,,150.7408,156.8984,
1,25.2,,,,150.7257,156.886,
1,25.23,,,,150.7203,156.9097,
1,25.27,,,,150.729,156.9176,
1,25.3,,,,150.7451,156.9153,
1,25.33,,,,150.7505,156.9311,
1,25.37,,,,150.744,156.9548,
1,25.4,,,,150.7419,156.9638,
1,25.43,,,,150.7559,156.9424,
1,25.47,,,,150.7763,156.9424,
1,25.5,,,,150.7882,156.9424,
1,25.53,,,,150.8119,156.9537,
1,25.57,,,,150.8377,156.9593,
1,25.6,,,,150.8173,156.9672,
1,25.63,,,,150.7849,156.9672,
1,25.67,,,,150.7817,156.9706,
1,25.7,,,,150.8022,156.983,
1,25.73,,,,150.8129,156.9988,
1,25.77,,,,150.8259,156.9943,
1,25.8,,,,150.8377,156.9898,
1,25.83,,,,150.8388,156.9728,
1,25.87,,,,150.8409,156.9819,
1,25.9,,,,150.8506,156.9661,
1,25.93,,,,150.8743,156.9762,
1,25.97,,,,150.8732,157.009,
1,26,,,,150.8679,157.0225,
1,26.03,,,,150.8603,157.0293,
1,26.07,,,,150.8463,157.0315,
1,26.1,,,,150.8614,157.0406,
1,26.13,,,,150.8894,157.0496,
1,26.17,,,,150.9152,157.0541,
1,26.2,,,,150.9217,157.0485,
1,26.23,,,,150.9163,157.0654,
1,26.27,,,,150.9314,157.0744,
1,26.3,,,,150.9325,157.0789,
1,26.33,,,,150.9314,157.0902,
1,26.37,,,,150.9422,157.0857,
1,26.4,,,,150.9422,157.0642,
1,26.43,,,,150.9411,157.0563,
1,26.47,,,,150.9303,157.0688,
1,26.5,,,,150.9422,157.08,
1,26.53,,,,150.9551,157.0891,
1,26.57,,,,150.9335,157.0947,
1,26.6,,,,150.9325,157.0879,
1,26.63,,,,150.94,157.1015,
1,26.67,,,,150.9443,157.132,
1,26.7,,,,150.9368,157.1421,
1,26.73,,,,150.9185,157.1195,
1,26.77,,,,150.9529,157.1218,
1,26.8,,,,150.9885,157.1297,
1,26.83,,,,150.9992,157.1365,
1,26.87,,,,151.0046,157.1455,
1,26.9,,,,151.0035,157.1274,
1,26.93,,,,151.0014,157.1207,
1,26.97,,,,151.0057,157.1229,
1,27,,,,151.038,157.1297,
1,27.03,,,,151.0445,157.1297,
1,27.07,,,,151.0348,157.15,
1,27.1,,,,151.0197,157.1568,
1,27.13,,,,151.0175,157.1635,
1,27.17,,,,151.0229,157.1681,
1,27.2,,,,151.0391,157.1545,
1,27.23,,,,151.0542,157.1624,
1,27.27,,,,151.0552,157.1714,
1,27.3,,,,151.0628,157.1726,
1,27.33,,,,151.0703,157.1963,
1,27.37,,,,151.0886,157.1963,
1,27.4,,,,151.1048,157.1816,
1,27.43,,,,151.1048,157.1951,
1,27.47,,,,151.0951,157.2188,
1,27.5,,,,151.0832,157.2425,
1,27.53,,,,151.0757,157.2053,
1,27.57,,,,151.0908,157.1647,
1,27.6,,,,151.0983,157.1579,
1,27.63,,,,151.1112,157.1669,
1,27.67,,,,151.1371,157.1839,
1,27.7,,,,151.1629,157.1997,
1,27.73,,,,151.1705,157.2177,
1,27.77,,,,151.1349,157.22,
1,27.8,,,,151.1177,157.2166,
1,27.83,,,,151.1252,157.2188,
1,27.87,,,,151.1468,157.2109,
1,27.9,,,,151.1618,157.2064,
1,27.93,,,,151.1834,157.2211,
1,27.97,,,,151.2211,157.2358,
1,28,,,,151.2264,157.2595,
1,28.03,,,,151.2351,157.2707,
1,28.07,,,,151.2318,157.264,
1,28.1,,,,151.22,157.2595,
1,28.13,,,,151.2189,157.2674,
1,28.17,,,,151.2092,157.2786,
1,28.2,,,,151.1909,157.2877,
1,28.23,,,,151.1834,157.2832,
1,28.27,,,,151.1985,157.2809,
1,28.3,,,,151.2028,157.2561,
1,28.33,,,,151.2318,157.247,
1,28.37,,,,151.2437,157.2707,
1,28.4,,,,151.2286,157.3091,
1,28.43,,,,151.2221,157.3238,
1,28.47,,,,151.2394,157.3069,
1,28.5,,,,151.2448,157.2854,
1,28.53,,,,151.2469,157.2956,
1,28.57,,,,151.2631,157.3215,
1,28.6,,,,151.2771,157.3125,
1,28.63,,,,151.2469,157.3023,
1,28.67,,,,151.2598,157.3102,
1,28.7,,,,151.2889,157.3148,
1,28.73,,,,151.3007,157.2854,
1,28.77,,,,151.3234,157.2753,
1,28.8,,,,151.3352,157.2899,
1,28.83,,,,151.318,157.3351,
1,28.87,,,,151.3083,157.37,
1,28.9,,,,151.3029,157.3576,
1,28.93,,,,151.2857,157.37,
1,28.97,,,,151.2717,157.3813,
1,29,,,,151.2835,157.3667,
1,29.03,,,,151.2878,157.3779,
1,29.07,,,,151.3007,157.3949,
1,29.1,,,,151.3234,157.3836,
1,29.13,,,,151.3406,157.3847,
1,29.17,,,,151.3438,157.4039,
1,29.2,,,,151.3654,157.4028,
1,29.23,,,,151.3923,157.4028,
1,29.27,,,,151.3987,157.4084,
1,29.3,,,,151.4138,157.4197,
1,29.33,,,,151.4407,157.431,
1,29.37,,,,151.4289,157.4423,
1,29.4,,,,151.3955,157.4626,
1,29.43,,,,151.4235,157.4547,
1,29.47,,,,151.4483,157.4468,
1,29.5,,,,151.4278,157.4581,
1,29.53,,,,151.3934,157.4705,
1,29.57,,,,151.3804,157.4682,
1,29.6,,,,151.3912,157.4671,
1,29.63,,,,151.4041,157.4727,
1,29.67,,,,151.4127,157.4772,
1,29.7,,,,151.4181,157.4874,
1,29.73,,,,151.4332,157.4874,
1,29.77,,,,151.4515,157.5009,
1,29.8,,,,151.4526,157.5066,
1,29.83,,,,151.4709,157.5032,
1,29.87,,,,151.473,157.51,
1,29.9,,,,151.473,157.5054,
1,29.93,,,,151.4612,157.5054,
1,29.97,,,,151.4547,157.5077,
1,30,,,,151.4601,157.4919,
1,30.03,,,,151.4547,157.4885,
1,30.07,,,,151.4569,157.4863,
1,30.1,,,,151.4827,157.4897,
1,30.13,,,,151.4957,157.5009,
1,30.17,,,,151.4978,157.5314,
1,30.2,,,,151.4784,157.5438,
1,30.23,,,,151.4838,157.5348,
1,30.27,,,,151.4806,157.5303,
1,30.3,,,,151.4773,157.5528,
1,30.33,,,,151.501,157.563,
1,30.37,,,,151.5193,157.554,
1,30.4,,,,151.5107,157.5438,
1,30.43,,,,151.5237,157.5506,
1,30.47,,,,151.5247,157.5585,
1,30.5,,,,151.4989,157.5607,
1,30.53,,,,151.5129,157.5495,
1,30.57,,,,151.5366,157.5551,
1,30.6,,,,151.5312,157.5743,
1,30.63,,,,151.5172,157.5923,
1,30.67,,,,151.5097,157.5901,
1,30.7,,,,151.5118,157.5777,
1,30.73,,,,151.5269,157.5754,
1,30.77,,,,151.557,157.5709,
1,30.8,,,,151.6012,157.5732,
1,30.83,,,,151.6238,157.5765,
1,30.87,,,,151.6012,157.5743,
1,30.9,,,,151.5764,157.5686,
1,30.93,,,,151.5764,157.563,
1,30.97,,,,151.5786,157.5528,
1,31,,,,151.5926,157.5675,
1,31.03,,,,151.6227,157.5743,
1,31.07,,,,151.6421,157.5889,
1,31.1,,,,151.6432,157.6059,
1,31.13,,,,151.6249,157.6172,
1,31.17,,,,151.6346,157.6296,
1,31.2,,,,151.6539,157.6251,
1,31.23,,,,151.6819,157.5968,
1,31.27,,,,151.6766,157.5968,
1,31.3,,,,151.6679,157.5912,
1,31.33,,,,151.6529,157.5822,
1,31.37,,,,151.6443,157.5754,
1,31.4,,,,151.6733,157.5856,
1,31.43,,,,151.6766,157.5968,
1,31.47,,,,151.6712,157.6115,
1,31.5,,,,151.6723,157.6081,
1,31.53,,,,151.6679,157.598,
1,31.57,,,,151.6604,157.5765,
1,31.6,,,,151.6367,157.572,
1,31.63,,,,151.6195,157.5675,
1,31.67,,,,151.6367,157.5743,
1,31.7,,,,151.6636,157.6081,
1,31.73,,,,151.7056,157.6149,
1,31.77,,,,151.7336,157.6454,
1,31.8,,,,151.7713,157.6589,
1,31.83,,,,151.7767,157.6386,
1,31.87,,,,151.7842,157.616,
1,31.9,,,,151.8015,157.5968,
1,31.93,,,,151.8273,157.6081,
1,31.97,,,,151.8564,157.6138,
1,32,,,,151.8467,157.6251,
1,32.03,,,,151.8284,157.6363,
1,32.07,,,,151.8295,157.6352,
1,32.1,,,,151.8252,157.616,
1,32.13,,,,151.8122,157.6194,
1,32.17,,,,151.8069,157.6284,
1,32.2,,,,151.795,157.6386,
1,32.23,,,,151.7832,157.6318,
1,32.27,,,,151.7875,157.6363,
1,32.3,,,,151.7993,157.6567,
1,32.33,,,,151.8284,157.6758,
1,32.37,,,,151.8445,157.6973,
1,32.4,,,,151.8445,157.6973,
1,32.43,,,,151.8736,157.6882,
1,32.47,,,,151.8995,157.695,
1,32.5,,,,151.8855,157.6961,
1,32.53,,,,151.8887,157.6984,
1,32.57,,,,151.8941,157.6894,
1,32.6,,,,151.8919,157.6815,
1,32.63,,,,151.9135,157.6882,
1,32.67,,,,151.9285,157.6781,
1,32.7,,,,151.9145,157.6803,
1,32.73,,,,151.8833,157.7153,
1,32.77,,,,151.8629,157.7153,
1,32.8,,,,151.8822,157.7108,
1,32.83,,,,151.9199,157.7356,
1,32.87,,,,151.9608,157.7345,
1,32.9,,,,151.9867,157.721,
1,32.93,,,,151.9705,157.7086,
1,32.97,,,,151.9382,157.7018,
1,33,,,,151.9275,157.7097,
1,33.03,,,,151.9372,157.7255,
1,33.07,,,,151.9339,157.7458,
1,33.1,,,,151.921,157.7447,
1,33.13,,,,151.9447,157.7424,
1,33.17,,,,151.9716,157.7469,
1,33.2,,,,151.9759,157.7571,
1,33.23,,,,151.9835,157.7593,
1,33.27,,,,151.9921,157.7514,
1,33.3,,,,151.9727,157.7368,
1,33.33,,,,151.9533,157.7379,
1,33.37,,,,151.9372,157.7503,
1,33.4,,,,151.977,157.7616,
1,33.43,,,,152.0018,157.7785,
1,33.47,,,,151.9899,157.7853,
1,33.5,,,,151.9899,157.7774,
1,33.53,,,,152.0222,157.7729,
1,33.57,,,,152.0298,157.7808,
1,33.6,,,,152.0459,157.7887,
1,33.63,,,,152.0416,157.783,
1,33.67,,,,152.019,157.7627,
1,33.7,,,,152.0491,157.7469,
1,33.73,,,,152.0793,157.765,
1,33.77,,,,152.0965,157.774,
1,33.8,,,,152.1213,157.8022,
1,33.83,,,,152.1579,157.8372,
1,33.87,,,,152.1784,157.844,
1,33.9,,,,152.1762,157.8203,
1,33.93,,,,152.1805,157.7898,
1,33.97,,,,152.1698,157.7796,
1,34,,,,152.1665,157.7966,
1,34.03,,,,152.1708,157.8056,
1,34.07,,,,152.1913,157.8067,
1,34.1,,,,152.1999,157.7875,
1,34.13,,,,152.1956,157.7898,
1,34.17,,,,152.2085,157.8033,
1,34.2,,,,152.2128,157.8101,
1,34.23,,,,152.2139,157.8304,
1,34.27,,,,152.2171,157.8406,
1,34.3,,,,152.2117,157.8383,
1,34.33,,,,152.1881,157.8203,
1,34.37,,,,152.1644,157.8259,
1,34.4,,,,152.1698,157.8406,
1,34.43,,,,152.1784,157.8327,
1,34.47,,,,152.1676,157.8327,
1,34.5,,,,152.1773,157.8395,
1,34.53,,,,152.1719,157.8474,
1,34.57,,,,152.2021,157.8552,
1,34.6,,,,152.2279,157.8575,
1,34.63,,,,152.2387,157.8451,
1,34.67,,,,152.2516,157.8225,
1,34.7,,,,152.2451,157.8338,
1,34.73,,,,152.2376,157.8598,
1,34.77,,,,152.2279,157.8654,
1,34.8,,,,152.2376,157.8846,
1,34.83,,,,152.2505,157.8925,
1,34.87,,,,152.2516,157.8823,
1,34.9,,,,152.2634,157.8868,
1,34.93,,,,152.2774,157.8541,
1,34.97,,,,152.2979,157.844,
1,35,,,,152.2721,157.8451,
1,35.03,,,,152.2807,157.8575,
1,35.07,,,,152.2936,157.8598,
1,35.1,,,,152.3011,157.862,
1,35.13,,,,152.2882,157.8677,
1,35.17,,,,152.2537,157.8835,
1,35.2,,,,152.2591,157.8993,
1,35.23,,,,152.271,157.8936,
1,35.27,,,,152.3,157.8778,
1,35.3,,,,152.313,157.8868,
1,35.33,,,,152.3044,157.906,
1,35.37,,,,152.3248,157.9004,
1,35.4,,,,152.3248,157.9038,
1,35.43,,,,152.342,157.9184,
1,35.47,,,,152.3722,157.923,
1,35.5,,,,152.37,157.9038,
1,35.53,,,,152.355,157.9038,
1,35.57,,,,152.3431,157.9399,
1,35.6,,,,152.3194,157.9466,
1,35.63,,,,152.3205,157.9399,
1,35.67,,,,152.3625,157.9218,
1,35.7,,,,152.3528,157.8993,
1,35.73,,,,152.3237,157.897,
1,35.77,,,,152.3367,157.9026,
1,35.8,,,,152.3582,157.9173,
1,35.83,,,,152.3614,157.9376,
1,35.87,,,,152.3776,157.9489,
1,35.9,,,,152.4045,157.9545,
1,35.93,,,,152.4045,157.9444,
1,35.97,,,,152.3927,157.9613,
1,36,,,,152.3916,157.9579,
1,36.03,,,,152.4013,157.9512,
1,36.07,,,,152.4207,157.9545,
1,36.1,,,,152.398,157.9591,
1,36.13,,,,152.383,157.9568,
1,36.17,,,,152.3883,157.9658,
1,36.2,,,,152.3991,157.9828,
1,36.23,,,,152.4056,157.9929,
1,36.27,,,,152.3991,158.0019,
1,36.3,,,,152.397,157.9828,
1,36.33,,,,152.4325,157.9726,
1,36.37,,,,152.453,157.967,
1,36.4,,,,152.4519,157.967,
1,36.43,,,,152.4357,157.9771,
1,36.47,,,,152.4174,157.9986,
1,36.5,,,,152.425,158.0132,
1,36.53,,,,152.4228,158.0189,
1,36.57,,,,152.4196,158.0166,
1,36.6,,,,152.4357,157.9997,
1,36.63,,,,152.4648,158.0008,
1,36.67,,,,152.4519,158.0042,
1,36.7,,,,152.4594,158.0008,
1,36.73,,,,152.4734,157.9861,
1,36.77,,,,152.468,157.9873,
1,36.8,,,,152.4573,157.9963,
1,36.83,,,,152.4788,157.9997,
1,36.87,,,,152.4745,158.0053,
1,36.9,,,,152.4713,158.0256,
1,36.93,,,,152.4648,158.0155,
1,36.97,,,,152.4713,158.0155,
1,37,,,,152.481,158.0324,
1,37.03,,,,152.4874,158.0211,
1,37.07,,,,152.5197,158.0211,
1,37.1,,,,152.5305,157.9997,
1,37.13,,,,152.5133,158.0279,
1,37.17,,,,152.4928,158.0369,
1,37.2,,,,152.4896,158.0211,
1,37.23,,,,152.4982,158.0358,
1,37.27,,,,152.5197,158.0505,
1,37.3,,,,152.5294,158.0595,
1,37.33,,,,152.5154,158.0437,
1,37.37,,,,152.5154,158.0324,
1,37.4,,,,152.5305,158.0414,
1,37.43,,,,152.5208,158.0538,
1,37.47,,,,152.5079,158.0538,
1,37.5,,,,152.5316,158.055,
1,37.53,,,,152.5466,158.0482,
1,37.57,,,,152.5542,158.038,
1,37.6,,,,152.5606,158.0403,
1,37.63,,,,152.5703,158.073,
1,37.67,,,,152.5789,158.099,
1,37.7,,,,152.5736,158.0967,
1,37.73,,,,152.5499,158.0854,
1,37.77,,,,152.5466,158.099,
1,37.8,,,,152.5596,158.099,
1,37.83,,,,152.5768,158.0967,
1,37.87,,,,152.5962,158.0945,
1,37.9,,,,152.5811,158.0787,
1,37.93,,,,152.5574,158.0956,
1,37.97,,,,152.5693,158.1159,
1,38,,,,152.6016,158.1182,
1,38.03,,,,152.6177,158.1306,
1,38.07,,,,152.6306,158.134,
1,38.1,,,,152.6457,158.134,
1,38.13,,,,152.6306,158.1328,
1,38.17,,,,152.6296,158.1148,
1,38.2,,,,152.6436,158.0967,
1,38.23,,,,152.6511,158.1091,
1,38.27,,,,152.6328,158.1148,
1,38.3,,,,152.6231,158.1272,
1,38.33,,,,152.6209,158.1452,
1,38.37,,,,152.6393,158.143,
1,38.4,,,,152.6543,158.1486,
1,38.43,,,,152.6651,158.1656,
1,38.47,,,,152.6608,158.1577,
1,38.5,,,,152.6317,158.1509,
1,38.53,,,,152.6059,158.1543,
1,38.57,,,,152.6059,158.1577,
1,38.6,,,,152.6145,158.1543,
1,38.63,,,,152.6339,158.143,
1,38.67,,,,152.6489,158.1599,
1,38.7,,,,152.6403,158.1644,
1,38.73,,,,152.6425,158.1452,
1,38.77,,,,152.6619,158.134,
1,38.8,,,,152.664,158.1486,
1,38.83,,,,152.6662,158.1531,
1,38.87,,,,152.6823,158.1373,
1,38.9,,,,152.6888,158.1215,
1,38.93,,,,152.6899,158.134,
1,38.97,,,,152.6759,158.1475,
1,39,,,,152.6748,158.1622,
1,39.03,,,,152.678,158.1847,
1,39.07,,,,152.678,158.1802,
1,39.1,,,,152.6716,158.1791,
1,39.13,,,,152.6683,158.1836,
1,39.17,,,,152.6791,158.1915,
1,39.2,,,,152.6931,158.1836,
1,39.23,,,,152.6974,158.1825,
1,39.27,,,,152.7028,158.1893,
1,39.3,,,,152.7286,158.1938,
1,39.33,,,,152.7276,158.1949,
1,39.37,,,,152.72,158.1735,
1,39.4,,,,152.7372,158.1656,
1,39.43,,,,152.7437,158.1723,
1,39.47,,,,152.7136,158.1757,
1,39.5,,,,152.706,158.1972,
1,39.53,,,,152.7243,158.2096,
1,39.57,,,,152.7125,158.1983,
1,39.6,,,,152.692,158.2039,
1,39.63,,,,152.6931,158.2051,
1,39.67,,,,152.6985,158.1881,
1,39.7,,,,152.6996,158.1994,
1,39.73,,,,152.7082,158.1983,
1,39.77,,,,152.7179,158.1814,
1,39.8,,,,152.7308,158.2028,
1,39.83,,,,152.7383,158.2344,
1,39.87,,,,152.7232,158.2287,
1,39.9,,,,152.7125,158.2378,
1,39.93,,,,152.7276,158.2231,
1,39.97,,,,152.7534,158.2118,
1,40,,,,152.7577,158.2344,
1,40.03,,,,152.7652,158.24,
1,40.07,,,,152.7749,158.231,
1,40.1,,,,152.7825,158.24,
1,40.13,,,,152.7835,158.2434,
1,40.17,,,,152.8223,158.2231,
1,40.2,,,,152.8374,158.2344,
1,40.23,,,,152.8363,158.2603,
1,40.27,,,,152.8051,158.2615,
1,40.3,,,,152.8223,158.2547,
1,40.33,,,,152.832,158.2445,
1,40.37,,,,152.8159,158.2445,
1,40.4,,,,152.8169,158.2491,
1,40.43,,,,152.818,158.2581,
1,40.47,,,,152.8051,158.2603,
1,40.5,,,,152.8105,158.2615,
1,40.53,,,,152.8245,158.257,
1,40.57,,,,152.8342,158.2536,
1,40.6,,,,152.8331,158.2592,
1,40.63,,,,152.7889,158.2829,
1,40.67,,,,152.6909,158.2976,
1,40.7,,,,150.4781,158.3021,
1,40.73,,,,140.9029,158.2998,
1,40.77,,,,125.8638,158.2897,
1,40.8,,,,108.7293,158.2886,
1,40.83,,,,90.4038,158.2998,
1,40.87,,,,72.6609,158.3089,
1,40.9,,,,56.4362,158.2953,
1,40.93,,,,40.5099,158.2886,
1,40.97,,,,25.0509,158.2998,
1,41,,,,13.2909,158.2998,
1,41.03,,,,7.1465,158.2795,
1,41.07,,,,4.225,158.073,
1,41.1,,,,2.7907,154.9993,
1,41.13,,,,2.0423,142.9695,
1,41.17,,,,1.6159,125.546,
1,41.2,,,,1.3499,105.9527,
1,41.23,,,,1.1657,85.7522,
1,41.27,,,,1.0301,66.1735,
1,41.3,,,,0.9224,47.2685,
1,41.33,,,,0.8362,29.388,
1,41.37,,,,0.7641,15.2312,
1,41.4,,,,0.7027,7.6022,
1,41.43,,,,0.6499,4.0274,
1,41.47,,,,0.6036,2.3247,
1,41.5,,,,0.5595,1.4637,
1,41.53,,,,0.5207,0.9909,
1,41.57,,,,0.4863,0.7077,
1,41.6,,,,0.4561,0.5227,
1,41.63,,,,0.426,0.3963,
1,41.67,,,,0.399,0.306,
1,41.7,,,,0.3721,0.236,
1,41.73,,,,0.3484,0.183,
1,41.77,,,,0.3258,0.1413,
1,41.8,,,,0.3032,0.1085,
1,41.83,,,,0.2838,0.0792,
1,41.87,,,,0.2644,0.0566,
1,41.9,,,,0.244,0.0352,
1,41.93,,,,0.2267,0.0171,
1,41.97,,,,0.2095,0.0002,
1,42,,,,0.1923,-0.0156,
1,42.03,,,,0.1761,-0.0246,
1,42.07,,,,0.16,-0.0382,
1,42.1,,,,0.1449,-0.0483,
1,42.13,,,,0.1288,-0.0585,
1,42.17,,,,0.1137,-0.0686,
1,42.2,,,,0.0997,-0.0776,
1,42.23,,,,0.0846,-0.0855,
1,42.27,,,,0.0728,-0.0934,
1,42.3,,,,0.0598,-0.1002,
1,42.33,,,,0.0523,-0.1081,
1,42.37,,,,0.0437,-0.1149,
1,42.4,,,,0.0383,-0.1228,
1,42.43,,,,0.0394,-0.1296,
1,42.47,,,,0.0437,-0.1363,
1,42.5,,,,0.0555,-0.1431,
1,42.53,,,,0.0814,-0.1476,
1,42.57,,,,0.1083,-0.1532,
1,42.6,,,,0.1298,-0.1611,
1,42.63,,,,0.1589,-0.1657,
1,42.67,,,,0.1966,-0.1736,
1,42.7,,,,0.2343,-0.1781,
1,42.73,,,,0.244,-0.1837,
1,42.77,,,,0.2397,-0.1871,
1,42.8,,,,0.2311,-0.1905,
1,42.83,,,,0.2257,-0.1927,
1,42.87,,,,0.2235,-0.1961,
1,42.9,,,,0.2267,-0.1984,
1,42.93,,,,0.2257,-0.1995,
1,42.97,,,,0.2235,-0.2018,
1,43,,,,0.2246,-0.204,
1,43.03,,,,0.2278,-0.204,
1,43.07,,,,0.2278,-0.2029,
1,43.1,,,,0.2289,-0.2029,
1,43.13,,,,0.2321,-0.1995,
1,43.17,,,,0.2375,-0.1939,
1,43.2,,,,0.2429,-0.1826,
1,43.23,,,,0.2504,-0.1668,
1,43.27,,,,0.2569,-0.151,
1,43.3,,,,0.2612,-0.1363,
1,43.33,,,,0.259,-0.1149,
1,43.37,,,,0.2526,-0.0878,
1,43.4,,,,0.244,-0.0517,
1,43.43,,,,0.23,-0.0156,
1,43.47,,,,0.2149,0.0149,
1,43.5,,,,0.1977,0.0397,
1,43.53,,,,0.1826,0.0589,
1,43.57,,,,0.1643,0.0724,
1,43.6,,,,0.1438,0.0916,
1,43.63,,,,0.1255,0.1198,
1,43.67,,,,0.1115,0.1548,
1,43.7,,,,0.0986,0.1909,
1,43.73,,,,0.0868,0.2169,
1,43.77,,,,0.0781,0.2315,
1,43.8,,,,0.0695,0.2383,
1,43.83,,,,0.062,0.2406,
1,43.87,,,,0.0555,0.2259,
1,43.9,,,,0.0512,0.1966,
1,43.93,,,,0.048,0.1627,
1,43.97,,,,0.0448,0.1345,
1,44,,,,0.0415,0.1131,
1,44.03,,,,0.0405,0.0916,
1,44.07,,,,0.0383,0.0724,
1,44.1,,,,0.034,0.0532,
1,44.13,,,,0.0318,0.0341,
1,44.17,,,,0.0286,0.0194,
1,44.2,,,,0.0265,0.0081,
1,44.23,,,,0.0232,0.0002,
1,44.27,,,,0.0221,-0.0032,
1,44.3,,,,0.02,-0.0054,
1,44.33,,,,0.0178,-0.0088,
1,44.37,,,,0.0178,-0.0111,
1,44.4,,,,0.0157,-0.0122,
1,44.43,,,,0.0146,-0.0133,
1,44.47,,,,0.0135,-0.0145,
1,44.5,,,,0.0125,-0.0145,
1,44.53,,,,0.0114,-0.0145,
1,44.57,,,,0.0114,-0.0156,
1,44.6,,,,0.0103,-0.0167,
1,44.63,,,,0.0092,-0.0178,
1,44.67,,,,0.0092,-0.0156,
1,44.7,,,,0.0092,-0.0133,
1,44.73,,,,0.0092,-0.0111,
1,44.77,,,,0.0103,-0.0077,
1,44.8,,,,0.0103,-0.0043,
1,44.83,,,,0.0103,0.0013,
1,44.87,,,,0.0092,0.0059,
1,44.9,,,,0.0092,0.0115,
1,44.93,,,,0.0103,0.0194,
1,44.97,,,,0.0114,0.0262,
1,45,,,,0.0125,0.0329,
1,45.03,,,,0.0135,0.0375,
1,45.07,,,,0.0157,0.042,
1,45.1,,,,0.0189,0.042,
1,45.13,,,,0.0211,0.0442,
1,45.17,,,,0.0254,0.0476,
1,45.2,,,,0.0275,0.051,
1,45.23,,,,0.0308,0.0487,
1,45.27,,,,0.034,0.0453,
1,45.3,,,,0.0351,0.0363,
1,45.33,,,,0.0351,0.025,
1,45.37,,,,0.0361,0.0149,
1,45.4,,,,0.0361,0.0013,
1,45.43,,,,0.0372,-0.0099,
1,45.47,,,,0.0351,-0.0201,
1,45.5,,,,0.0351,-0.0291,
1,45.53,,,,0.0329,-0.0359,
1,45.57,,,,0.0329,-0.0393,
1,45.6,,,,0.0318,-0.0404,
1,45.63,,,,0.0297,-0.0438,
1,45.67,,,,0.0275,-0.0449,
1,45.7,,,,0.0254,-0.0449,
1,45.73,,,,0.0232,-0.0461,
1,45.77,,,,0.0211,-0.0461,
1,45.8,,,,0.0189,-0.0461,
1,45.83,,,,0.0168,-0.0449,
1,45.87,,,,0.0157,-0.0449,
1,45.9,,,,0.0135,-0.0461,
1,45.93,,,,0.0114,-0.0472,
1,45.97,,,,0.0092,-0.0461,
1,46,,,,0.0071,-0.0461,
1,46.03,,,,0.006,-0.0438,
1,46.07,,,,0.0049,-0.0438,
1,46.1,,,,0.0028,-0.0449,
1,46.13,,,,0.0017,-0.0449,
1,46.17,,,,0.0017,-0.0438,
1,46.2,,,,0.0017,-0.0438,
1,46.23,,,,0.0006,-0.0427,
1,46.27,,,,-0.0005,-0.0404,
1,46.3,,,,-0.0015,-0.0393,
1,46.33,,,,-0.0015,-0.0382,
1,46.37,,,,-0.0026,-0.0359,
1,46.4,,,,-0.0026,-0.037,
1,46.43,,,,-0.0026,-0.0359,
1,46.47,,,,-0.0026,-0.0336,
1,46.5,,,,-0.0005,-0.0336,
1,46.53,,,,-0.0005,-0.0325,
1,46.57,,,,-0.0005,-0.0303,
1,46.6,,,,0.0006,-0.0303,
1,46.63,,,,-0.0005,-0.028,
1,46.67,,,,-0.0005,-0.0269,
1,46.7,,,,-0.0015,-0.0257,
1,46.73,,,,-0.0005,-0.0235,
1,46.77,,,,0.0006,-0.0235,
1,46.8,,,,0.0028,-0.0212,
1,46.83,,,,0.0028,-0.0201,
1,46.87,,,,0.0028,-0.019,
1,46.9,,,,0.0028,-0.0178,
1,46.93,,,,0.0028,-0.0178,
1,46.97,,,,0.0017,-0.0167,
